StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2_Browser,Q2_Version,Q2_Operating System,Q2_Resolution,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q15,Q17,Q18,Q19,SC0,DeviceIdentifier,workerId,assignmentId,hitId,FL_24_DO
7/16/20 16:49,7/16/20 16:50,0,24.124.89.114,100,12,1,7/16/20 16:50,R_vqW5Ntg65xBqEdb,,,,,43.52349854,-96.7385025,anonymous,EN,0.9,Chrome,83.0.4103.106,Android 9,361x722,,,,,,,,,,,,,,,,A2KS4K0MBUG3E2,3PH3VY7DJLX31C743FQDN3AWW5RZWK,33K3E8REWWV0KWDDDRHKOIVC17WX87,
7/16/20 16:50,7/16/20 16:51,0,172.58.87.119,100,7,1,7/16/20 16:51,R_7VcCKRyIgqnhs1r,,,,,45.0644989,-93.34130096,anonymous,EN,0.9,Chrome,84.0.4147.89,Android 10,393x830,,,,,,,,,,,,,,,,AG1ZOF7L8SOHW,34T446B1C0EXLTV9IUDK5A07MIR0CL,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,
7/16/20 16:49,7/16/20 16:51,0,75.40.24.179,100,106,1,7/16/20 16:51,R_1GQvfRGY2GNangc,,,,,32.478302,-84.89849854,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1366x768,11,1,6,3,1,6,2,2,2,,1,1,1,37,,A1JM5XNB4NCZR6,3R8YZBNQ9HIFX55C8BZO4UZBYBY7QX,3NZ1E5QA6Z1AKBRAAXIZN1UTGE85B5,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:51,0,68.68.90.134,100,68,1,7/16/20 16:51,R_3HGho26TscrtESu,,,,,38.36000061,-86.9285965,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,15,2,2,3,2,5,1,1,2,1,,4,3,41,,A1HMUS6WQOT9MN,3FDJT1UU748EZYTY7D0UAO968ZB5KO,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:51,0,162.83.167.134,100,96,1,7/16/20 16:51,R_2PwbHERk7pB0ppU,,,,,40.72599792,-73.84799957,anonymous,EN,0.7,Chrome,83.0.4103.116,Windows NT 6.3,1920x1080,33,1,5,3,2,5,1,1,1,1,,4,3,60,,A2VIB4A4DEQ273,30IQTZXKAK6LOR649Q97JNLHN0EX0J,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:51,0,68.12.28.217,100,113,1,7/16/20 16:52,R_1cTCMFiXlGveHx1,,,,,35.48840332,-97.57060242,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,37,2,2,3,2,5,2,2,2,,1,3,3,64,,A25Y6WQ2TUNYJT,3Q8GYXHFEP2WG0HAF0JWM5WY3Q25CB,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:52,0,67.8.21.246,100,73,1,7/16/20 16:52,R_3qg7RfHJfQN9DPJ,,,,,28.52740479,-81.60119629,anonymous,EN,0.9,Chrome,83.0.4103.116,Macintosh,1440x900,31,1,2,3,3,5,2,2,2,1,,2,1,55,,A38U3F4NU3Y4AJ,33C7UALJVLYVGFQEX11FHTNY1JC81Q,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:52,0,72.208.185.23,100,112,1,7/16/20 16:52,R_2OGD1fa5JfBtGxM,,,,,33.60690308,-112.2822037,anonymous,EN,0.9,Firefox,78,Windows NT 10.0,1366x768,3,1,5,3,1,5,2,2,2,,2,1,1,28,,A2YR29YNFLZSUG,3Z4AIRP3C6DLVGRM59D7XS4RSSKX1M,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:52,0,99.26.121.28,100,92,1,7/16/20 16:52,R_3OyDcYAbfonZZ73,,,,,32.91639709,-117.1392975,anonymous,EN,0.9,Edge,83.0.478.64,Windows NT 10.0,1600x900,5,1,3,3,3,4,1,2,2,,1,2,2,29,,A3IA1BJ5Y6ORWO,3LOZAJ85YDDSK19IODDL2BEWKYZ2X9,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:52,0,173.249.65.167,100,111,1,7/16/20 16:52,R_1Fu21JArC479Veu,,,,,39.67370605,-89.7161026,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1920x1080,14,1,2,3,2,6,2,2,2,1,,4,3,42,,A1WEAJOA6J2M61,3XUHV3NRVKYNX8SQ1SXXXWTEGI75HK,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
7/16/20 16:51,7/16/20 16:52,0,47.147.203.235,100,38,1,7/16/20 16:52,R_1rp1fBo7q6gQ0n5,,,,,33.76269531,-118.1376038,anonymous,EN,0.9,Chrome,83.0.4103.116,Macintosh,1440x900,5,1,2,3,2,5,2,2,2,,1,3,2,30,,A1KFHUDQAOGWKG,3JMSRU9HQIUSBSG3HI74GRQ01QGVE0,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:52,0,73.125.135.48,100,144,1,7/16/20 16:52,R_1P1324ok7I7neyK,,,,,25.60620117,-80.34519958,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,10,1,2,"3,4",1,3,2,2,2,,2,3,3,38,,A1M1E62KXCDNL0,3R08VXYT7CVKH21YKKYUWJHXMCF7W1,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Control)
7/16/20 16:51,7/16/20 16:53,0,24.168.202.105,100,100,1,7/16/20 16:53,R_1duFcCjzbKMC3Ru,,,,,34.07369995,-81.18630219,anonymous,EN,0.9,Edge,83.0.478.64,Windows NT 10.0,1536x864,42,1,3,3,2,5,1,2,2,1,,4,3,69,,A2H92K2776A1IC,3PJUZCGDJ6GD5KT91EG8WZ5HZV089Z,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:53,0,24.112.240.101,100,145,1,7/16/20 16:53,R_26mR0T9VYF0tINw,,,,,40.6217041,-79.94309998,anonymous,EN,0.9,Firefox,78,Windows NT 10.0,1600x900,39,2,2,3,3,3,2,2,2,,1,2,2,63,,AI0K2LZWV73MB,3PH3VY7DJLX31C743FQDN3AWW5RWZH,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:53,0,97.116.160.111,100,135,1,7/16/20 16:53,R_6h8zEurO09SDwJ3,,,,,44.98249817,-93.18630219,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,24,1,3,3,2,6,2,2,2,1,,4,3,53,,A3DF29F5KSLX3U,3Q5ZZ9ZEVOFU4XRXYO3RKJ0FDZH858,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
7/16/20 16:51,7/16/20 16:53,0,192.200.158.189,100,97,1,7/16/20 16:53,R_1Ea5PoWjCX3Xe8v,,,,,33.44129944,-112.042099,anonymous,EN,0.3,Chrome,81.0.4044.138,Linux x86_64,450x950,21,1,3,3,2,6,1,1,1,1,,4,3,47,,A2F12MSDNGTAU0,3DH6GAKTYYP7QH24IG8180VC7DRZYJ,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:53,0,73.71.30.223,100,149,1,7/16/20 16:53,R_4PaBgTgRKJGMV4l,,,,,37.79060364,-122.2411957,anonymous,EN,0.7,Chrome,83.0.4103.116,Macintosh,1680x1050,5,1,3,3,4,6,1,2,2,1,,4,3,35,,A2OPYRV3GLAPS1,3180JW2OT4CJOENGPS0I999TTAB5JP,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:53,0,91.207.175.123,100,166,1,7/16/20 16:53,R_1dFu8RnKUFitf3x,,,,,34.05490112,-118.2577972,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1280x800,5,1,5,3,1,6,2,2,2,,1,2,1,31,,A18HS7NHACVPJ,3QAPZX2QN4DKNB37L1OETXRLARE02C,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Control)
7/16/20 16:51,7/16/20 16:53,0,207.244.84.41,100,139,1,7/16/20 16:53,R_2RVzXglzWpARyGs,,,,,38.92080688,-77.03600311,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1366x768,21,1,2,3,2,5,2,2,2,,1,2,3,46,,AH4GIBPZ4N1VO,39K0FND3AHF6VS5INL4RXCHWPI7AM4,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:53,0,172.222.39.86,100,208,1,7/16/20 16:53,R_3jYFwIeHgTUXi9T,,,,,44.44549561,-83.35810089,anonymous,EN,0.9,Edge,83.0.478.64,Windows NT 10.0,1920x1080,23,2,4,3,2,3,2,2,2,,1,4,3,51,,AXKCFKFPFLZYM,358UUM7WRZ3F96KCLQOO9K9GUX07RY,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Control)
7/16/20 16:51,7/16/20 16:54,0,67.165.193.154,100,143,1,7/16/20 16:54,R_2c0kK7E7gsVQ5xc,,,,,39.54370117,-105.0136032,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,6,1,7,3,2,3,2,2,2,1,,4,3,36,,A1T429RLLFTG35,336KAV9KYQSHK6ZST9ZNLPL5M4T2YF,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
7/16/20 16:51,7/16/20 16:54,0,50.83.131.79,100,187,1,7/16/20 16:54,R_3NHSyuWJjClOqAh,,,,,41.49459839,-90.56749725,anonymous,EN,0.9,Firefox,78,Windows NT 10.0,1093x614,14,1,6,3,1,6,1,1,1,,1,3,3,41,,A2CMDXGNP2XDB8,3S3AMIZX3U5RKDW3U61FKHKQG70DCR,3NZ1E5QA6Z1AKBRAAXIZN1UTGE85B5,DataVisualization(Control)
7/16/20 16:51,7/16/20 16:54,0,192.200.158.190,100,208,1,7/16/20 16:54,R_xgSc7WKoigomjsd,,,,,33.44129944,-112.042099,anonymous,EN,0.1,Chrome,81.0.4044.138,Linux x86_64,496x1073,21,1,4,3,2,5,1,1,2,1,,3,3,47,,A1NHE9303UDPPZ,3JC6VJ2SABJ8NLKCVMN5GA6A3NH5A9,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:54,0,100.15.115.236,100,245,1,7/16/20 16:54,R_3qgws96HBHevXjL,,,,,39.001297,-76.88800049,anonymous,EN,0.9,Chrome,84.0.4147.89,Macintosh,1280x800,21,2,2,3,2,7,1,2,2,1,,4,3,50,,A1N0Q3QP4OMTZ2,30BUDKLTXDVBDY1OBRPRCTW1O2F5E4,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Treatment)
7/16/20 16:54,7/16/20 16:55,0,73.144.152.243,100,67,1,7/16/20 16:55,R_1CehqHyu7szjDGY,,,,,42.30679321,-83.7059021,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,23,2,2,3,2,5,1,2,2,,1,4,3,50,,A3HHVE3A04F54K,3ZV9H2YQQD72GJ0BI8V4J25HHAT3WS,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Control)
7/16/20 16:52,7/16/20 16:55,0,73.70.254.40,100,200,1,7/16/20 16:55,R_sh8QTCnkTYPSypr,,,,,37.43710327,-121.895401,anonymous,EN,0.9,Chrome,83.0.4103.116,Macintosh,1440x900,5,2,3,1,2,5,1,1,1,1,,4,3,29,,A18ST67K84T08N,3OVHNO1VE614S67DMKLNVFLBPPMDZQ,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Treatment)
7/16/20 16:51,7/16/20 16:55,0,97.120.220.34,100,257,1,7/16/20 16:55,R_1gjUHoazRmUUpai,,,,,45.51730347,-122.639801,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1536x864,49,2,2,3,2,4,2,2,2,,1,4,3,76,,A31M6XOQLFSX9H,3FTYUGLFSUL6LSNOFWE76BEGOQE5DB,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:54,7/16/20 16:57,0,70.113.38.244,100,182,1,7/16/20 16:57,R_2fxQvPnMlNFJS3j,,,,,30.45480347,-97.7664032,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1920x1080,45,1,3,4,2,4,1,1,2,1,,4,3,71,,A3JVLCY4IUJ9VX,3M23Y66PO2786L6KH5J1TGEGLOZ6SM,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Treatment)
7/16/20 16:55,7/16/20 16:58,0,69.61.79.158,100,174,1,7/16/20 16:58,R_2DMnNPga5yPVSQ4,,,,,37.75100708,-97.8219986,anonymous,EN,0.7,Chrome,83.0.4103.116,Windows NT 10.0,1366x768,45,2,2,3,2,5,2,2,2,,1,4,1,71,,AM2NZYM1ODCK0,31Q0U3WYDPFRG1LVNW993TR3QZ617W,3NZ1E5QA6Z1AKBRAAXIZN1UTGE85B5,DataVisualization(Control)
7/16/20 16:56,7/16/20 16:58,0,67.212.120.66,100,98,1,7/16/20 16:58,R_VLx7iT4g0lfKYUh,,,,,42.52430725,-92.44789886,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,2560x1080,16,1,2,3,3,5,1,2,2,1,,3,2,41,,AG1ZOF7L8SOHW,34T446B1C0EXLTV9IUDK5A07MIR0CL,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Treatment)
7/16/20 16:58,7/16/20 17:08,0,70.173.45.11,100,640,1,7/16/20 17:08,R_1puJr5HUF85jp18,,,,,36.07980347,-115.2032013,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1366x768,29,2,3,3,1,5,2,2,2,1,,1,1,52,,A24HQE7STL1RP,3WOKGM4L71GYUISC8ZMB0AUOBWA0OI,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,DataVisualization(Treatment)
7/16/20 18:21,7/16/20 18:22,0,73.135.119.248,100,65,1,7/16/20 18:22,R_2cABnRJysawRN8F,,,,,39.32479858,-76.60620117,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1280x720,21,1,4,3,2,5,1,2,2,,1,3,3,48,,A1N3I6B31HUU1G,3NG53N1RLVJYX79GI3C5IP5W4ZMP8F,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)